Ana,Fernandez,13
Sofia,Garcia,10
Rahul,Joshi,10
Charlotte,Jones,9
Pooja,Mehta,9
Yu-Jin,Park,9
Elena,Martinez,8
Elena,Gomez,8
Sarah,Garcia,8
Ana,Flores,8
Edward,Smith,8
Qiang,Zhang,8
Lan,Zhou,7
Deniz,Yılmaz,7
Hao,Wu,7
Eun-Ji,Shin,7
Ana,Garcia,7
Jennifer,Garcia,7
Karan,Gupta,7
Aya,Ito,7
Sophie,Johnson,7
Jessica,Jones,7
Fernando,Hernández,7
Hyun,Kang,7
Martina,Marino,7
Alice,Martin,7
Aylin,Koç,7
Ming,Li,7
Tae-Hyun,Park,7
Verónica,Pérez,7
Chloé,Richard,7
Paul,Robert,7
Giovanni,Rossi,6
Min-Seo,Park,6
Min-Jun,Lee,6
Chloé,Leroy,6
Alessia,Marino,6
Alejandro,Martínez,6
James,Jones,6
Jae,Jung,6
Min-Jun,Jung,6
Henry,Evans,6
Mia,Evans,6
John,Davis,6
Nazlı,Arslan,6
Jan,Becker,6
Lea,Becker,6
Gabriel,Bernard,6
Elisa,Bianchi,6
Peng,Chen,6
Kavita,Choudhary,6
Soo,Shin,6
Inès,Simon,6
Takumi,Shimizu,6
Haruto,Tanaka,6
Verónica,Sánchez,6
Lena,Weber,6
Onur,Taş,6
Bo-Ra,Yoon,6
Hana,Yoon,6
Hao,Yang,6
Mei,Yang,6
Xiu,Yang,5
Charles,Thomas,5
Jessica,Thomas,5
Lina,Wagner,5
John,Wilson,5
Lucy,Wilson,5
Lina,Schmidt,5
Felix,Schulz,5
Sara,Russo,5
Valentina,Russo,5
Haruto,Saito,5
Ryota,Saito,5
Henry,Taylor,5
Ryota,Shimizu,5
Léna,Simon,5
Joon,Shin,5
Aslı,Arslan,5
Mehmet,Arslan,5
Luis,Diaz,5
Léo,Durand,5
Woo,Kang,5
Valentina,Greco,5
Giulia,Greco,5
William,Evans,5
Verónica,García,5
Fernando,García,5
Jesús,Martínez,5
Susan,Miller,5
Ana,Moreno,5
Carmen,Moreno,5
Ting,Liu,5
Seo-Yeon,Lee,5
Karan,Kumar,5
